Unnamed: 0,stock,register,city,year,GDP,road_area,DMSP_sum,Built_area,baidu_index,POP,scale,stock_model_chose,register_model_chose,pr_register,pr_register_corrected
70,,,海西蒙古族藏族自治州,2004,,,9757.0,,,,2,100.0,100.0,0.8550000000000001,0.13983933999131565
71,2.8943,,阿拉善盟,2003,,,7846.0,,,,2,100.0,100.0,0.8550000000000001,0.3183263000272257
72,,,克孜勒苏柯尔克孜自治州,2005,,,2296.0,,,,2,100.0,100.0,0.8550000000000001,0.21879384566326532
73,1.2589,,和田地区,2003,,,8339.0,,,,2,100.0,100.0,0.8550000000000001,0.22434299814929054
74,,,玉树藏族自治州,2020,,,6913.0,,,,2,100.0,100.0,0.8550000000000001,0.4840156698300595
75,,,海北藏族自治州,2004,,,1166.0,,,,2,100.0,100.0,0.8550000000000001,0.13983933999131565
76,0.8867,,阿拉善盟,2004,,,8433.0,,,,2,100.0,100.0,0.8550000000000001,0.5805770799347472
77,2.9001,,甘孜藏族自治州,2008,,,5298.0,,,,2,100.0,100.0,0.8550000000000001,0.7725067196774555
78,,,果洛藏族自治州,2019,,,2657.0,,,,2,100.0,100.0,0.8550000000000001,0.44527058823529425
79,,,海南藏族自治州,2003,,,1575.0,,,,2,100.0,100.0,0.8550000000000001,0.15320809248554912
80,,,海南藏族自治州,2004,,,1582.0,,,,2,100.0,100.0,0.8550000000000001,0.13983933999131565
