,register,stock,province,year,GDP,road_area,DMSP_sum,Built_area,baidu_index,POP,scale,city,stock_model_chose,register_model_chose,pr_stock
861,,22.5378,,2005,0.003024054344809264,438.0,0.0037783526557092135,42.0,,744.0,2,邵阳市,1111.0,101111.0,7.6706868405120865
862,,6.5901,,2008,0.002399832990493707,236.0,0.0047062924873627334,38.0,,202.9,2,白城市,1111.0,101111.0,7.068351397234347
863,,3.5771,,2006,0.0013274114135554398,144.0,0.004951923619271018,14.0,,251.83,2,庆阳市,1111.0,101111.0,5.258871091337344
864,,3.8563,,2003,0.0023491201009509374,208.0,0.003791452982744322,37.0,,732.35,2,邵阳市,1111.0,101111.0,6.4506060649363
865,,10.4811,,2013,0.0032138758327024787,322.0,0.005933720350957761,31.0,13.0,188.5,2,武威市,11111.0,111111.0,9.254039774083825
866,,14.8941,,2008,0.006460398830438169,602.0,0.010824509110731606,50.0,,316.92,2,通辽市,1111.0,101111.0,17.968374660394275
867,,12.19,,2014,0.0034368997034024853,360.0,0.005936631534743341,32.0,28.0,188.9,2,武威市,11111.0,111111.0,9.661359581798568
868,,4.7986,,2006,0.0029492835181892368,266.0,0.0046273266271788845,38.0,,471.01,2,吉安市,1111.0,101111.0,8.022361022047182
869,,28.87,,2016,0.002566926544339407,185.0,0.0037608855529957354,24.0,10.0,122.0,2,丽江市,11111.0,111111.0,6.829205211483069
871,,2.9543,,2002,0.0010553313079660852,,0.004965751742252521,28.0,,370.44,2,汉中市,1101.0,101101.0,4.771940686857825
872,,2.7186,,2005,0.00018756822159654528,313.0,0.0019060975836082885,32.0,,148.06,2,固原市,1111.0,101111.0,1.436067759979503
873,,79.0,,2013,0.003611632225935256,216.0,0.008172784580041725,25.0,0.0,258.4,2,普洱市（2007年前为思茅市、思茅地区）,11111.0,111111.0,11.26367298083084
874,,13.2739,,2013,0.004540594348874358,209.0,0.00617025403353611,21.0,4.0,413.7,2,河池市,11111.0,111111.0,11.803015931252364
876,,4.9227,,2006,0.0014938354665526084,230.0,0.004747412958334046,38.0,,202.4,2,白城市,1111.0,101111.0,5.44409601995442
877,,15.3598,,2011,0.006248823964168084,780.0,0.012074862546638074,38.0,5.0,186.8,2,巴彦淖尔市,11111.0,111111.0,18.301784580876703
878,,15.4045,,2013,0.0025271533346563056,,0.005476300598648556,66.0,3.0,60.1,2,拉萨市,11101.0,111101.0,7.742239724992549
879,,2.3758,,2003,0.002669441162170541,138.0,0.004224491570849298,19.0,,267.66,2,三明市,1111.0,101111.0,7.281970764718127
880,,8.2916,,2008,0.0014392810459313717,274.0,0.0017252402909291517,22.0,,164.56,2,张家界市,1111.0,101111.0,3.608860090601569
885,,6.9578,,2010,0.0023621888654982728,215.0,0.002757618840890342,20.0,,154.9,2,雅安市,1111.0,101111.0,5.8805167481617735
